10009,CSE102 Introduction to Web Design and Programming,C+
10009,CSE114 Computer Science I,D+
10009,CSE130 Introduction to Programming in C,B-
10009,CSE214 Computer Science II,D+
10009,CSE215 Foundations of Computer Science,C
10009,CSE219 Computer Science III,B
10009,CSE304 Compiler Design,A-
10009,CSE305 Principles of Database Systems,B-
10009,CSE306 Operating Systems,B
10009,CSE332 Introduction to Visualization,A
10009,CSE352 Artificial Intelligence,A-
10009,CSE370 Wireless and Mobile Networking,B
10009,CSE385 Analysis of Algorithms: Honors,C+
10009,CSE391 Benevolent Computing,A-
10010,CSE101 Introduction to Computers,A-
10010,CSE114 Computer Science I,C
10010,CSE150 Foundations of Computer Science: Honors,A
10010,CSE214 Computer Science II,A
10010,CSE215 Foundations of Computer Science,B
10010,CSE219 Computer Science III,B-
10010,CSE261 Laboratory for Computer Science B: Honors,C
10010,CSE303 Introduction to the Theory of Computation,C+
10010,CSE308 Software Engineering,B
10010,CSE350 Theory of Computation: Honors,A
10010,CSE355 Computational Geometry,B
10010,CSE378 Introduction to Robotics,C
10010,CSE381 Advanced Game Programming,B+
10010,CSE475 Undergraduate Teaching Practicum,A-
10011,CSE102 Introduction to Web Design and Programming,A-
10011,CSE114 Computer Science I,B
10011,CSE214 Computer Science II,A-
10011,CSE215 Foundations of Computer Science,C+
10011,CSE219 Computer Science III,B
10011,CSE230 Intermediate Programming in C and C++,D+
10011,CSE300 Technical Communications,C+
10011,CSE307 Principles of Programming Languages,B-
10011,"CSE312 Legal, Social, and Ethical Issues in Information Systems",A
10011,CSE346 Computer Communications,A
10011,CSE355 Computational Geometry,C-
10012,CSE102 Introduction to Web Design and Programming,B-
10012,CSE114 Computer Science I,B
10012,CSE214 Computer Science II,D+
10012,CSE215 Foundations of Computer Science,B-
10012,CSE219 Computer Science III,A
10012,CSE307 Principles of Programming Languages,B+
10012,CSE308 Software Engineering,C
10012,CSE311 Systems Administration,B
10012,CSE331 Fundamentals of Computer Security,B
10012,CSE336 Internet Programming,B-
10012,CSE361 Web Security,B+
10012,CSE487 Research in Computer Science,B
10013,CSE114 Computer Science I,C+
10013,CSE150 Foundations of Computer Science: Honors,A-
10013,CSE214 Computer Science II,B
10013,CSE215 Foundations of Computer Science,A
10013,CSE219 Computer Science III,C
10013,CSE220 System Fundamentals I,A-
10013,CSE230 Intermediate Programming in C and C++,B+
10013,CSE308 Software Engineering,C+
10013,CSE350 Theory of Computation: Honors,A-
10013,CSE362 Mobile Security,B
10013,CSE381 Advanced Game Programming,A-
10013,CSE385 Analysis of Algorithms: Honors,B+
10013,CSE487 Research in Computer Science,A-
10014,CSE114 Computer Science I,B-
10014,CSE160 Computer Science A: Honors,B-
10014,CSE214 Computer Science II,C+
10014,CSE215 Foundations of Computer Science,A
10014,CSE219 Computer Science III,B-
10014,CSE230 Intermediate Programming in C and C++,A
10014,CSE301 History of Computing,B
10014,CSE306 Operating Systems,C
10014,CSE323 Human Computer Interaction,C+
10014,CSE346 Computer Communications,A-
10014,CSE355 Computational Geometry,A
10014,CSE362 Mobile Security,C
10014,CSE391 Benevolent Computing,F
10015,CSE101 Introduction to Computers,C
10015,CSE114 Computer Science I,B-
10015,CSE150 Foundations of Computer Science: Honors,C
10015,CSE214 Computer Science II,B+
10015,CSE215 Foundations of Computer Science,C+
10015,CSE219 Computer Science III,C
10015,CSE230 Intermediate Programming in C and C++,B-
10015,CSE325 Computers and Sculpture,B
10015,CSE350 Theory of Computation: Honors,B+
10015,CSE355 Computational Geometry,C+
10015,CSE361 Web Security,B
10015,CSE370 Wireless and Mobile Networking,A-
10015,CSE377 Introduction to Medical Imaging,B
10016,CSE102 Introduction to Web Design and Programming,F
10016,CSE114 Computer Science I,B-
10016,CSE214 Computer Science II,B+
10016,CSE215 Foundations of Computer Science,C+
10016,CSE219 Computer Science III,B
10016,CSE260 Computer Science B: Honors,C
10016,CSE300 Technical Communications,C-
10016,CSE305 Principles of Database Systems,D
10016,CSE333 User Interface Development,C+
10016,CSE346 Computer Communications,B
10016,CSE385 Analysis of Algorithms: Honors,B-
10016,CSE475 Undergraduate Teaching Practicum,A-
10017,CSE101 Introduction to Computers,B
10017,CSE114 Computer Science I,C+
10017,CSE160 Computer Science A: Honors,A
10017,CSE214 Computer Science II,A-
10017,CSE215 Foundations of Computer Science,C
10017,CSE219 Computer Science III,A-
10017,CSE303 Introduction to the Theory of Computation,B-
10017,CSE308 Software Engineering,B-
10017,CSE355 Computational Geometry,A
10017,CSE360 Software Security,B-
10017,CSE373 Analysis of Algorithms,C+
10017,CSE380 Computer Game Programming,C+
10017,CSE391 Benevolent Computing,B-
10017,CSE392 Social Network Analysis,D+
10018,CSE114 Computer Science I,B-
10018,CSE150 Foundations of Computer Science: Honors,C
10018,CSE214 Computer Science II,A
10018,CSE215 Foundations of Computer Science,B+
10018,CSE219 Computer Science III,B+
10018,CSE261 Laboratory for Computer Science B: Honors,C
10018,CSE310 Computer Networks,B-
10018,"CSE312 Legal, Social, and Ethical Issues in Information Systems",A
10018,CSE320 System Fundementals II,C+
10018,CSE332 Introduction to Visualization,C+
10018,CSE337 Scripting Languages,A-
10018,CSE346 Computer Communications,A-
10018,CSE376 Advanced System Programming in UNIX/C,B+
10018,CSE487 Research in Computer Science,B+
10019,CSE114 Computer Science I,A
10019,CSE214 Computer Science II,B
10019,CSE215 Foundations of Computer Science,A-
10019,CSE219 Computer Science III,B-
10019,CSE303 Introduction to the Theory of Computation,A
10019,CSE307 Principles of Programming Languages,C+
10019,CSE308 Software Engineering,C
10019,CSE311 Systems Administration,C
10019,"CSE312 Legal, Social, and Ethical Issues in Information Systems",A
10019,CSE333 User Interface Development,A-
10019,CSE362 Mobile Security,B-
10019,CSE385 Analysis of Algorithms: Honors,C+
10020,CSE101 Introduction to Computers,B+
10020,CSE114 Computer Science I,B-
10020,CSE214 Computer Science II,C+
10020,CSE215 Foundations of Computer Science,B
10020,CSE219 Computer Science III,B-
10020,CSE300 Technical Communications,C
10020,CSE306 Operating Systems,A
10020,CSE307 Principles of Programming Languages,C+
10020,CSE336 Internet Programming,C+
10020,CSE371 Logic,C
10020,CSE376 Advanced System Programming in UNIX/C,A-
10020,CSE390 Natural Language Processing,B
10020,CSE392 Social Network Analysis,A
10021,CSE102 Introduction to Web Design and Programming,C+
10021,CSE114 Computer Science I,B+
10021,CSE161 Laboratory for Computer Science A: Honors,A
10021,CSE214 Computer Science II,C
10021,CSE215 Foundations of Computer Science,B+
10021,CSE219 Computer Science III,C
10021,CSE308 Software Engineering,D+
10021,CSE311 Systems Administration,A
10021,"CSE312 Legal, Social, and Ethical Issues in Information Systems",A-
10021,CSE320 System Fundementals II,A
10021,CSE337 Scripting Languages,B
10021,CSE371 Logic,B-
10021,CSE377 Introduction to Medical Imaging,A-
10021,CSE391 Benevolent Computing,C
10022,CSE114 Computer Science I,C
10022,CSE214 Computer Science II,B
10022,CSE215 Foundations of Computer Science,C
10022,CSE219 Computer Science III,B+
10022,CSE220 System Fundamentals I,B-
10022,CSE260 Computer Science B: Honors,B+
10022,CSE307 Principles of Programming Languages,B+
10022,"CSE312 Legal, Social, and Ethical Issues in Information Systems",A-
10022,CSE323 Human Computer Interaction,A
10022,CSE346 Computer Communications,B-
10022,CSE353 Machine Learning,C+
10022,CSE376 Advanced System Programming in UNIX/C,B+
10022,CSE392 Social Network Analysis,C
10023,CSE114 Computer Science I,C+
10023,CSE130 Introduction to Programming in C,C+
10023,CSE214 Computer Science II,A-
10023,CSE215 Foundations of Computer Science,A-
10023,CSE219 Computer Science III,A
10023,CSE260 Computer Science B: Honors,A
10023,CSE261 Laboratory for Computer Science B: Honors,C
10023,CSE303 Introduction to the Theory of Computation,A
10023,CSE305 Principles of Database Systems,B
10023,CSE327 Fundamentals of Computer Vision,D
10023,CSE328 Fundamentals of Computer Graphics,C
10023,CSE331 Fundamentals of Computer Security,B
10023,CSE362 Mobile Security,A-
10024,CSE101 Introduction to Computers,C
10024,CSE102 Introduction to Web Design and Programming,B
10024,CSE114 Computer Science I,B-
10024,CSE214 Computer Science II,A-
10024,CSE215 Foundations of Computer Science,C+
10024,CSE219 Computer Science III,B-
10024,CSE220 System Fundamentals I,A
10024,CSE311 Systems Administration,A-
10024,CSE320 System Fundementals II,A
10024,CSE350 Theory of Computation: Honors,C+
10024,CSE352 Artificial Intelligence,C+
10024,CSE377 Introduction to Medical Imaging,A-
10024,CSE385 Analysis of Algorithms: Honors,B
10024,CSE475 Undergraduate Teaching Practicum,C+
10025,CSE102 Introduction to Web Design and Programming,B-
10025,CSE114 Computer Science I,C+
10025,CSE130 Introduction to Programming in C,A
10025,CSE214 Computer Science II,F
10025,CSE215 Foundations of Computer Science,C
10025,CSE219 Computer Science III,A-
10025,CSE328 Fundamentals of Computer Graphics,F
10025,CSE336 Internet Programming,B-
10025,CSE353 Machine Learning,B-
10025,CSE360 Software Security,B+
10025,CSE361 Web Security,B+
10025,CSE475 Undergraduate Teaching Practicum,C+
10026,CSE101 Introduction to Computers,A
10026,CSE114 Computer Science I,B-
10026,CSE161 Laboratory for Computer Science A: Honors,B-
10026,CSE214 Computer Science II,C+
10026,CSE215 Foundations of Computer Science,C+
10026,CSE219 Computer Science III,B-
10026,CSE301 History of Computing,D+
10026,"CSE312 Legal, Social, and Ethical Issues in Information Systems",C
10026,CSE332 Introduction to Visualization,A-
10026,CSE333 User Interface Development,A
10026,CSE337 Scripting Languages,C-
10026,CSE352 Artificial Intelligence,B-
10026,CSE361 Web Security,A-
10027,CSE114 Computer Science I,B
10027,CSE150 Foundations of Computer Science: Honors,C
10027,CSE160 Computer Science A: Honors,B+
10027,CSE214 Computer Science II,B+
10027,CSE215 Foundations of Computer Science,C
10027,CSE219 Computer Science III,A-
10027,CSE305 Principles of Database Systems,C
10027,CSE307 Principles of Programming Languages,C
10027,CSE350 Theory of Computation: Honors,A-
10027,CSE370 Wireless and Mobile Networking,C
10027,CSE381 Advanced Game Programming,B-
10027,CSE385 Analysis of Algorithms: Honors,A-
10027,CSE390 Natural Language Processing,B+
10028,CSE114 Computer Science I,C+
10028,CSE214 Computer Science II,B
10028,CSE215 Foundations of Computer Science,B-
10028,CSE219 Computer Science III,C+
10028,CSE220 System Fundamentals I,B+
10028,CSE230 Intermediate Programming in C and C++,C-
10028,CSE301 History of Computing,B+
10028,CSE334 Introduction to Multimedia Systems,A
10028,CSE346 Computer Communications,D+
10028,CSE352 Artificial Intelligence,C-
10028,CSE378 Introduction to Robotics,A-
10029,CSE114 Computer Science I,B-
10029,CSE214 Computer Science II,F
10029,CSE215 Foundations of Computer Science,B
10029,CSE219 Computer Science III,B
10029,CSE220 System Fundamentals I,B+
10029,CSE305 Principles of Database Systems,B+
10029,CSE307 Principles of Programming Languages,B
10029,CSE320 System Fundementals II,B
10029,CSE323 Human Computer Interaction,B-
10029,CSE336 Internet Programming,A
10029,CSE380 Computer Game Programming,B-
10029,CSE392 Social Network Analysis,B
10030,CSE102 Introduction to Web Design and Programming,B-
10030,CSE114 Computer Science I,C
10030,CSE150 Foundations of Computer Science: Honors,A-
10030,CSE214 Computer Science II,B
10030,CSE215 Foundations of Computer Science,C
10030,CSE219 Computer Science III,B
10030,CSE220 System Fundamentals I,B
10030,CSE328 Fundamentals of Computer Graphics,A-
10030,CSE332 Introduction to Visualization,B
10030,CSE333 User Interface Development,C
10030,CSE362 Mobile Security,B
10030,CSE371 Logic,B-
10030,CSE378 Introduction to Robotics,A
10031,CSE101 Introduction to Computers,B+
10031,CSE114 Computer Science I,A
10031,CSE214 Computer Science II,B-
10031,CSE215 Foundations of Computer Science,A-
10031,CSE219 Computer Science III,B
10031,"CSE312 Legal, Social, and Ethical Issues in Information Systems",B-
10031,CSE328 Fundamentals of Computer Graphics,C+
10031,CSE331 Fundamentals of Computer Security,A-
10031,CSE333 User Interface Development,A-
10031,CSE355 Computational Geometry,A
10031,CSE370 Wireless and Mobile Networking,A
10031,CSE371 Logic,B-
10031,CSE377 Introduction to Medical Imaging,C
10031,CSE390 Natural Language Processing,A-
10032,CSE114 Computer Science I,B
10032,CSE161 Laboratory for Computer Science A: Honors,B
10032,CSE214 Computer Science II,C
10032,CSE215 Foundations of Computer Science,B-
10032,CSE219 Computer Science III,B+
10032,CSE261 Laboratory for Computer Science B: Honors,A
10032,CSE303 Introduction to the Theory of Computation,A-
10032,CSE307 Principles of Programming Languages,A-
10032,CSE336 Internet Programming,A-
10032,CSE370 Wireless and Mobile Networking,B+
10032,CSE371 Logic,B+
10032,CSE487 Research in Computer Science,B
10033,CSE101 Introduction to Computers,B
10033,CSE102 Introduction to Web Design and Programming,D+
10033,CSE114 Computer Science I,B+
10033,CSE214 Computer Science II,C
10033,CSE215 Foundations of Computer Science,C
10033,CSE219 Computer Science III,C
10033,CSE230 Intermediate Programming in C and C++,D+
10033,CSE260 Computer Science B: Honors,F
10033,CSE303 Introduction to the Theory of Computation,A-
10033,CSE310 Computer Networks,C+
10033,CSE373 Analysis of Algorithms,C
10033,CSE377 Introduction to Medical Imaging,A
10033,CSE487 Research in Computer Science,B
10034,CSE114 Computer Science I,B
10034,CSE130 Introduction to Programming in C,A
10034,CSE214 Computer Science II,A-
10034,CSE215 Foundations of Computer Science,D+
10034,CSE219 Computer Science III,B
10034,CSE261 Laboratory for Computer Science B: Honors,B
10034,CSE328 Fundamentals of Computer Graphics,B
10034,CSE331 Fundamentals of Computer Security,C-
10034,CSE334 Introduction to Multimedia Systems,B+
10034,CSE350 Theory of Computation: Honors,D+
10034,CSE360 Software Security,B
10034,CSE370 Wireless and Mobile Networking,B
10034,CSE371 Logic,B-
10034,CSE391 Benevolent Computing,B
10035,CSE114 Computer Science I,B
10035,CSE214 Computer Science II,B-
10035,CSE215 Foundations of Computer Science,C+
10035,CSE219 Computer Science III,C
10035,CSE220 System Fundamentals I,C
10035,CSE307 Principles of Programming Languages,C
10035,CSE311 Systems Administration,A-
10035,CSE327 Fundamentals of Computer Vision,B
10035,CSE337 Scripting Languages,B+
10035,CSE352 Artificial Intelligence,C
10035,CSE373 Analysis of Algorithms,B-
10036,CSE114 Computer Science I,C
10036,CSE130 Introduction to Programming in C,A-
10036,CSE214 Computer Science II,B-
10036,CSE215 Foundations of Computer Science,B
10036,CSE219 Computer Science III,A-
10036,CSE303 Introduction to the Theory of Computation,A
10036,CSE328 Fundamentals of Computer Graphics,D
10036,CSE346 Computer Communications,C+
10036,CSE360 Software Security,C
10036,CSE362 Mobile Security,B+
10036,CSE373 Analysis of Algorithms,C+
10036,CSE381 Advanced Game Programming,C+
10037,CSE102 Introduction to Web Design and Programming,A-
10037,CSE114 Computer Science I,B-
10037,CSE161 Laboratory for Computer Science A: Honors,A
10037,CSE214 Computer Science II,C
10037,CSE215 Foundations of Computer Science,B-
10037,CSE219 Computer Science III,C
10037,CSE300 Technical Communications,B
10037,CSE323 Human Computer Interaction,A
10037,CSE328 Fundamentals of Computer Graphics,C+
10037,CSE332 Introduction to Visualization,A-
10037,CSE350 Theory of Computation: Honors,A-
10037,CSE352 Artificial Intelligence,B
10037,CSE391 Benevolent Computing,B+
10038,CSE114 Computer Science I,B+
10038,CSE214 Computer Science II,D
10038,CSE215 Foundations of Computer Science,A-
10038,CSE219 Computer Science III,A
10038,CSE220 System Fundamentals I,B-
10038,CSE260 Computer Science B: Honors,B+
10038,CSE261 Laboratory for Computer Science B: Honors,B+
10038,CSE300 Technical Communications,C
10038,CSE301 History of Computing,C+
10038,CSE307 Principles of Programming Languages,A-
10038,CSE370 Wireless and Mobile Networking,B-
10038,CSE381 Advanced Game Programming,A
10039,CSE114 Computer Science I,B
10039,CSE214 Computer Science II,B-
10039,CSE215 Foundations of Computer Science,B+
10039,CSE219 Computer Science III,B-
10039,CSE261 Laboratory for Computer Science B: Honors,B-
10039,CSE300 Technical Communications,A-
10039,CSE303 Introduction to the Theory of Computation,B+
10039,CSE308 Software Engineering,C
10039,CSE323 Human Computer Interaction,C+
10039,CSE360 Software Security,A
10039,CSE380 Computer Game Programming,A
10039,CSE390 Natural Language Processing,C
10040,CSE114 Computer Science I,B-
10040,CSE150 Foundations of Computer Science: Honors,B
10040,CSE160 Computer Science A: Honors,B
10040,CSE214 Computer Science II,C
10040,CSE215 Foundations of Computer Science,D+
10040,CSE219 Computer Science III,D+
10040,CSE301 History of Computing,B-
10040,CSE320 System Fundementals II,B+
10040,CSE334 Introduction to Multimedia Systems,D
10040,CSE352 Artificial Intelligence,B-
10040,CSE355 Computational Geometry,A-
10040,CSE360 Software Security,C+
10040,CSE376 Advanced System Programming in UNIX/C,B
10040,CSE487 Research in Computer Science,C+
10041,CSE114 Computer Science I,A
10041,CSE161 Laboratory for Computer Science A: Honors,A-
10041,CSE214 Computer Science II,C
10041,CSE215 Foundations of Computer Science,B
10041,CSE219 Computer Science III,B
10041,CSE260 Computer Science B: Honors,C-
10041,"CSE312 Legal, Social, and Ethical Issues in Information Systems",B+
10041,CSE320 System Fundementals II,A-
10041,CSE355 Computational Geometry,F
10041,CSE370 Wireless and Mobile Networking,B+
10041,CSE378 Introduction to Robotics,A-
10041,CSE381 Advanced Game Programming,A-
10041,CSE390 Natural Language Processing,A
10042,CSE114 Computer Science I,B
10042,CSE150 Foundations of Computer Science: Honors,B-
10042,CSE214 Computer Science II,C+
10042,CSE215 Foundations of Computer Science,B+
10042,CSE219 Computer Science III,A-
10042,CSE230 Intermediate Programming in C and C++,A
10042,CSE300 Technical Communications,C+
10042,CSE304 Compiler Design,A
10042,"CSE312 Legal, Social, and Ethical Issues in Information Systems",B+
10042,CSE360 Software Security,B
10042,CSE362 Mobile Security,A
10042,CSE373 Analysis of Algorithms,B+
10042,CSE392 Social Network Analysis,B+
10043,CSE101 Introduction to Computers,B
10043,CSE114 Computer Science I,A-
10043,CSE214 Computer Science II,A-
10043,CSE215 Foundations of Computer Science,B
10043,CSE219 Computer Science III,B+
10043,CSE220 System Fundamentals I,B
10043,CSE306 Operating Systems,A-
10043,"CSE312 Legal, Social, and Ethical Issues in Information Systems",A
10043,CSE333 User Interface Development,B-
10043,CSE334 Introduction to Multimedia Systems,B
10043,CSE350 Theory of Computation: Honors,C
10043,CSE353 Machine Learning,C+
10043,CSE355 Computational Geometry,A-
10043,CSE390 Natural Language Processing,B-
10044,CSE114 Computer Science I,B-
10044,CSE214 Computer Science II,A
10044,CSE215 Foundations of Computer Science,C+
10044,CSE219 Computer Science III,A
10044,CSE303 Introduction to the Theory of Computation,B+
10044,CSE306 Operating Systems,A-
10044,CSE307 Principles of Programming Languages,B+
10044,CSE336 Internet Programming,C+
10044,CSE353 Machine Learning,B
10044,CSE360 Software Security,A
10044,CSE362 Mobile Security,B+
10044,CSE370 Wireless and Mobile Networking,B+
10044,CSE377 Introduction to Medical Imaging,F
10045,CSE101 Introduction to Computers,B
10045,CSE114 Computer Science I,F
10045,CSE130 Introduction to Programming in C,B+
10045,CSE214 Computer Science II,B-
10045,CSE215 Foundations of Computer Science,A
10045,CSE219 Computer Science III,C
10045,CSE303 Introduction to the Theory of Computation,B
10045,CSE311 Systems Administration,C
10045,CSE331 Fundamentals of Computer Security,A-
10045,CSE336 Internet Programming,C
10045,CSE373 Analysis of Algorithms,B-
10045,CSE381 Advanced Game Programming,C+
10045,CSE392 Social Network Analysis,A
10046,CSE114 Computer Science I,C
10046,CSE214 Computer Science II,B
10046,CSE215 Foundations of Computer Science,C+
10046,CSE219 Computer Science III,A-
10046,CSE220 System Fundamentals I,C
10046,CSE306 Operating Systems,A-
10046,CSE307 Principles of Programming Languages,B-
10046,CSE337 Scripting Languages,A
10046,CSE350 Theory of Computation: Honors,B+
10046,CSE355 Computational Geometry,B
10046,CSE360 Software Security,B
10046,CSE362 Mobile Security,C
10046,CSE385 Analysis of Algorithms: Honors,B
10047,CSE114 Computer Science I,C+
10047,CSE160 Computer Science A: Honors,C
10047,CSE161 Laboratory for Computer Science A: Honors,B-
10047,CSE214 Computer Science II,A-
10047,CSE215 Foundations of Computer Science,A-
10047,CSE219 Computer Science III,B+
10047,CSE230 Intermediate Programming in C and C++,B-
10047,CSE310 Computer Networks,C
10047,CSE325 Computers and Sculpture,C+
10047,CSE328 Fundamentals of Computer Graphics,C+
10047,CSE376 Advanced System Programming in UNIX/C,A
10047,CSE378 Introduction to Robotics,A-
10047,CSE390 Natural Language Processing,A-
10048,CSE102 Introduction to Web Design and Programming,B+
10048,CSE114 Computer Science I,C
10048,CSE214 Computer Science II,B+
10048,CSE215 Foundations of Computer Science,C+
10048,CSE219 Computer Science III,A
10048,CSE300 Technical Communications,B+
10048,CSE304 Compiler Design,C+
10048,CSE305 Principles of Database Systems,C
10048,CSE311 Systems Administration,A-
10048,CSE328 Fundamentals of Computer Graphics,A-
10048,CSE370 Wireless and Mobile Networking,B+
10048,CSE377 Introduction to Medical Imaging,B-
10048,CSE391 Benevolent Computing,A-
10049,CSE114 Computer Science I,B+
10049,CSE214 Computer Science II,A-
10049,CSE215 Foundations of Computer Science,C+
10049,CSE219 Computer Science III,B
10049,CSE300 Technical Communications,C
10049,CSE311 Systems Administration,C+
10049,"CSE312 Legal, Social, and Ethical Issues in Information Systems",A
10049,CSE332 Introduction to Visualization,B-
10049,CSE350 Theory of Computation: Honors,C
10049,CSE353 Machine Learning,B-
10049,CSE360 Software Security,B+
10049,CSE370 Wireless and Mobile Networking,C+
10049,CSE385 Analysis of Algorithms: Honors,C
10049,CSE391 Benevolent Computing,D+
10050,CSE101 Introduction to Computers,B-
10050,CSE102 Introduction to Web Design and Programming,C+
10050,CSE114 Computer Science I,B+
10050,CSE161 Laboratory for Computer Science A: Honors,B
10050,CSE214 Computer Science II,B+
10050,CSE215 Foundations of Computer Science,A
10050,CSE219 Computer Science III,A
10050,CSE310 Computer Networks,B+
10050,CSE334 Introduction to Multimedia Systems,B-
10050,CSE336 Internet Programming,C+
10050,CSE362 Mobile Security,B
10050,CSE381 Advanced Game Programming,C
10051,CSE101 Introduction to Computers,A
10051,CSE114 Computer Science I,C
10051,CSE214 Computer Science II,A-
10051,CSE215 Foundations of Computer Science,B+
10051,CSE219 Computer Science III,D+
10051,CSE300 Technical Communications,A
10051,"CSE312 Legal, Social, and Ethical Issues in Information Systems",A-
10051,CSE361 Web Security,A
10051,CSE362 Mobile Security,B-
10051,CSE373 Analysis of Algorithms,C
10051,CSE377 Introduction to Medical Imaging,A-
10051,CSE378 Introduction to Robotics,B
10051,CSE380 Computer Game Programming,B+
10051,CSE391 Benevolent Computing,C
10052,CSE102 Introduction to Web Design and Programming,B-
10052,CSE114 Computer Science I,A-
10052,CSE214 Computer Science II,C
10052,CSE215 Foundations of Computer Science,B-
10052,CSE219 Computer Science III,A
10052,CSE220 System Fundamentals I,A-
10052,CSE304 Compiler Design,B-
10052,CSE355 Computational Geometry,C
10052,CSE362 Mobile Security,B+
10052,CSE371 Logic,A
10052,CSE376 Advanced System Programming in UNIX/C,A
10052,CSE390 Natural Language Processing,A
10052,CSE475 Undergraduate Teaching Practicum,B-
10053,CSE114 Computer Science I,C+
10053,CSE130 Introduction to Programming in C,B+
10053,CSE160 Computer Science A: Honors,C-
10053,CSE214 Computer Science II,C
10053,CSE215 Foundations of Computer Science,C-
10053,CSE219 Computer Science III,B
10053,CSE260 Computer Science B: Honors,B
